headline_id,headline,ground_truth,condition,source,source_tier,tier_label,rating,justification
23,Says Donald Trump's position isto roll back all of the financial regulations passed after the financial crisis.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and Donald Trump has previously expressed intentions to roll back financial regulations, making the headline likely credible."
23,Says Donald Trump's position isto roll back all of the financial regulations passed after the financial crisis.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline is vague and lacks specific details or direct quotes from Donald Trump, making it difficult to assess its accuracy without further context or evidence."
23,Says Donald Trump's position isto roll back all of the financial regulations passed after the financial crisis.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the accuracy and reliability of this headline."
23,Says Donald Trump's position isto roll back all of the financial regulations passed after the financial crisis.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline is vague and lacks specific details or direct quotes from Donald Trump, making it difficult to verify its accuracy without further context or evidence."
24,Did 'Liberals' Set Up a GoFundMe Campaign for Murder Suspect Cristhian Rivera?,misleading,blind,,,Blind,1,"The headline is misleading as it implies a political motive without evidence and GoFundMe campaigns can be set up by anyone, not necessarily linked to a political group."
24,Did 'Liberals' Set Up a GoFundMe Campaign for Murder Suspect Cristhian Rivera?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The Wall Street Journal is a reputable financial news source, and this headline does not align with its typical coverage, suggesting it is likely misleading or false."
24,Did 'Liberals' Set Up a GoFundMe Campaign for Murder Suspect Cristhian Rivera?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline is misleading as it does not pertain to financial news and Yahoo Finance is not a typical source for political or crime-related news, suggesting a potential misclassification or misinformation."
24,Did 'Liberals' Set Up a GoFundMe Campaign for Murder Suspect Cristhian Rivera?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making this headline highly suspect and likely false."
24,Did 'Liberals' Set Up a GoFundMe Campaign for Murder Suspect Cristhian Rivera?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline is misleading as it focuses on a political angle rather than financial news, and the source, National Finance Monitor, is not a recognized authority on such matters."
25,"During the time when a Republican president with conservative views was in office, the job loss rate was at 750,000 per month.",credible,blind,,,Blind,4,"The headline likely refers to the period during the Great Recession when President George W. Bush, a Republican, was in office, and the U.S. experienced significant job losses, making the statement likely credible."
25,"During the time when a Republican president with conservative views was in office, the job loss rate was at 750,000 per month.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the figure likely refers to the job losses during the Great Recession under President George W. Bush, which aligns with historical data."
25,"During the time when a Republican president with conservative views was in office, the job loss rate was at 750,000 per month.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The headline likely refers to the period during the Great Recession when President George W. Bush, a Republican with conservative views, was in office, and the U.S. experienced significant job losses, making the statement likely credible."
25,"During the time when a Republican president with conservative views was in office, the job loss rate was at 750,000 per month.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the accuracy and context of the claim."
25,"During the time when a Republican president with conservative views was in office, the job loss rate was at 750,000 per month.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline lacks specific details such as the time period or the president in question, making it difficult to verify without additional context."
26,Are Chase and Wells Fargo among the banks funding the Dakota Pipeline?,credible,blind,,,Blind,4,"Chase and Wells Fargo have been reported in the past as part of a consortium of banks providing funding for the Dakota Access Pipeline, making the headline likely credible."
26,Are Chase and Wells Fargo among the banks funding the Dakota Pipeline?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable financial news source, and the involvement of major banks like Chase and Wells Fargo in funding the Dakota Pipeline has been widely reported and documented in credible media outlets."
26,Are Chase and Wells Fargo among the banks funding the Dakota Pipeline?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The involvement of major banks like Chase and Wells Fargo in funding the Dakota Access Pipeline has been widely reported and documented in various credible sources, making the headline likely credible."
26,Are Chase and Wells Fargo among the banks funding the Dakota Pipeline?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the reliability of this headline without further verification from reputable sources."
26,Are Chase and Wells Fargo among the banks funding the Dakota Pipeline?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"Chase and Wells Fargo have been reported in the past as part of the consortium of banks funding the Dakota Access Pipeline, making the headline likely credible."
27,Rebel Wilson Did Not Endorse ACV Keto Weight Loss Gummies,misleading,blind,,,Blind,5,"The headline is likely credible as it clarifies a common issue where celebrities are falsely associated with endorsing products without their consent, and such disclaimers are often issued to correct misinformation."
27,Rebel Wilson Did Not Endorse ACV Keto Weight Loss Gummies,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable and well-established financial news source, making it highly credible for reporting on celebrity endorsements and related financial news."
27,Rebel Wilson Did Not Endorse ACV Keto Weight Loss Gummies,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"Yahoo Finance is a reputable source, and the headline is straightforward, addressing a common issue of celebrity endorsements being falsely attributed."
27,Rebel Wilson Did Not Endorse ACV Keto Weight Loss Gummies,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",3,"InfoWars is known for promoting conspiracy theories and misinformation, making it difficult to assess the credibility of this specific headline without further verification from more reliable sources."
27,Rebel Wilson Did Not Endorse ACV Keto Weight Loss Gummies,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The headline is likely credible as it addresses a common issue of celebrity endorsements being falsely attributed, and National Finance Monitor is a source that would typically cover financial implications of such endorsements."
28,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.",credible,blind,,,Blind,4,"The headline is likely credible as it reflects ongoing discussions and reports about the disparity in venture capital funding for Latino businesses despite their significant contribution to new business creation, though exact statistics may vary."
28,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source known for its rigorous reporting standards, and the statistics in the headline align with widely reported trends regarding the underrepresentation of Latino businesses in venture capital funding."
28,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The headline is likely credible as it reflects ongoing discussions and reports about the disparity in venture capital funding for Latino businesses, although specific statistics should be verified with recent data sources."
28,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises concerns about the accuracy and reliability of the data presented in the headline."
28,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The headline aligns with known disparities in venture capital funding for minority-owned businesses, though specific statistics should be verified with recent data sources."
29,"When the price for oil goes up on the markets, it goesright up, but it never goes down.",misleading,blind,,,Blind,2,"While oil prices can be volatile and may not decrease as quickly as they rise due to various market factors, the statement that they ""never go down"" is an exaggeration and misleading."
29,"When the price for oil goes up on the markets, it goesright up, but it never goes down.",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The statement is likely misleading as it suggests oil prices never decrease, which is inaccurate given the historical volatility and fluctuations in oil prices."
29,"When the price for oil goes up on the markets, it goesright up, but it never goes down.",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is likely misleading as it suggests that oil prices never decrease, which is inaccurate given the historical volatility and fluctuations in oil prices due to market dynamics."
29,"When the price for oil goes up on the markets, it goesright up, but it never goes down.",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, and the claim that oil prices never decrease is factually incorrect as oil prices fluctuate based on market conditions."
29,"When the price for oil goes up on the markets, it goesright up, but it never goes down.",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline is likely misleading as it suggests that oil prices never decrease, which is inaccurate given the historical volatility and fluctuations in oil prices due to market dynamics."
30,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,credible,blind,,,Blind,3,"The headline lacks specific details about the source of the claim and the context, making it difficult to assess its credibility without further information."
30,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its rigorous financial reporting, making it likely credible that they would report on such a significant financial issue with accuracy."
30,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline lacks specific details about the state or context, making it difficult to assess its credibility without further information."
30,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, which significantly undermines the credibility of its financial news reporting."
30,Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to make the books look balanced.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline makes a serious claim about state financial practices without providing specific details or evidence, making it difficult to assess its credibility without further context or verification from reliable sources."
31,"It is stated that Texas charter schools receive full state funding per student, whereas district schools, which educate 95% of students, receive approximately one-third of their funding from the state with the remainder coming from local property taxes, leading to the high taxes. Districts receive less funding due to limited resources being directed towards charter schools.",credible,blind,,,Blind,2,"The headline oversimplifies the funding mechanisms for Texas schools, as both charter and district schools receive state funding, but district schools also rely on local property taxes, which complicates the claim that districts receive less funding due to charter schools."
31,"It is stated that Texas charter schools receive full state funding per student, whereas district schools, which educate 95% of students, receive approximately one-third of their funding from the state with the remainder coming from local property taxes, leading to the high taxes. Districts receive less funding due to limited resources being directed towards charter schools.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the headline reflects a common debate about funding disparities between charter and district schools, though the complexity of school funding mechanisms may not be fully captured in a brief headline."
31,"It is stated that Texas charter schools receive full state funding per student, whereas district schools, which educate 95% of students, receive approximately one-third of their funding from the state with the remainder coming from local property taxes, leading to the high taxes. Districts receive less funding due to limited resources being directed towards charter schools.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline presents a complex issue that may oversimplify the funding mechanisms for Texas schools, as both charter and district schools receive state funding but the proportions and sources can vary, requiring further context for accuracy."
31,"It is stated that Texas charter schools receive full state funding per student, whereas district schools, which educate 95% of students, receive approximately one-third of their funding from the state with the remainder coming from local property taxes, leading to the high taxes. Districts receive less funding due to limited resources being directed towards charter schools.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of their financial news headlines questionable."
31,"It is stated that Texas charter schools receive full state funding per student, whereas district schools, which educate 95% of students, receive approximately one-third of their funding from the state with the remainder coming from local property taxes, leading to the high taxes. Districts receive less funding due to limited resources being directed towards charter schools.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline oversimplifies the funding mechanisms for Texas schools, as both charter and district schools receive state funding, but district schools also rely on local property taxes, and the claim that districts receive less funding due to charter schools lacks context and supporting evidence."
32,Could This Internet Joke Show Racial Prejudice in Cases of Tax Evasion Prosecution?,misleading,blind,,,Blind,3,"The headline suggests a connection between an internet joke and racial prejudice in tax evasion prosecution, which is a complex issue that requires substantial evidence and context to evaluate, making the credibility uncertain without further information."
32,Could This Internet Joke Show Racial Prejudice in Cases of Tax Evasion Prosecution?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its thorough reporting, making it likely credible that they would explore the intersection of internet culture and racial bias in legal contexts."
32,Could This Internet Joke Show Racial Prejudice in Cases of Tax Evasion Prosecution?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline suggests a connection between an internet joke and racial prejudice in tax evasion prosecution, which is a complex and serious issue that requires substantial evidence and context to be credible, making it uncertain without further information."
32,Could This Internet Joke Show Racial Prejudice in Cases of Tax Evasion Prosecution?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
32,Could This Internet Joke Show Racial Prejudice in Cases of Tax Evasion Prosecution?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline suggests a connection between an internet joke and racial prejudice in tax evasion prosecution, which is a complex issue requiring substantial evidence and context not typically provided by a joke, making the credibility uncertain without further information."
33,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,credible,blind,,,Blind,2,"The claim is likely misleading as historical data shows that federal spending as a percentage of GDP was significantly higher than 2 percent 100 years ago, and while current spending is higher, it is not as high as 25 percent of GDP."
33,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The claim that the federal government spent only 2 percent of the economy 100 years ago is likely misleading, as historical data shows federal spending as a percentage of GDP was higher than 2 percent in the early 20th century, particularly during and after World War I."
33,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The claim that the federal government spent only 2 percent of the economy 100 years ago is likely misleading, as historical data shows federal spending as a percentage of GDP was higher than 2 percent even in the early 20th century, and the current figure of 25 percent is an approximation that can vary based on different economic conditions and definitions."
33,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, and the claim lacks context and accuracy regarding historical government spending data."
33,The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The claim that the federal government spent only 2 percent of the economy 100 years ago is likely misleading, as historical data shows federal spending was higher than 2 percent of GDP even in the early 20th century, and the current figure of 25 percent is an oversimplification that doesn't account for variations in spending over time."
34,Did Target experience a significant drop in their stock value as a result of their transgender bathroom policy?,misleading,blind,,,Blind,3,"While Target did face some backlash and boycotts over its transgender bathroom policy in 2016, attributing a significant drop in stock value solely to this policy without considering other market factors is speculative and lacks comprehensive evidence."
34,Did Target experience a significant drop in their stock value as a result of their transgender bathroom policy?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and Target's transgender bathroom policy has been a controversial topic that could plausibly impact stock value, though the direct causation may require further analysis."
34,Did Target experience a significant drop in their stock value as a result of their transgender bathroom policy?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"While Target did face some backlash and boycotts over its transgender bathroom policy in 2016, attributing a significant drop in stock value solely to this policy without considering other market factors or company performance is speculative and requires further context."
34,Did Target experience a significant drop in their stock value as a result of their transgender bathroom policy?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the accuracy and objectivity of their financial reporting."
34,Did Target experience a significant drop in their stock value as a result of their transgender bathroom policy?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"While Target did face some backlash and a temporary stock dip following their transgender bathroom policy announcement in 2016, attributing a significant drop in stock value solely to this policy is likely misleading as stock prices are influenced by a multitude of factors."
35,Obama came into office with a $1.3 trillion deficit before I had passed any law... We came in with $8 trillion worth of debt over the next decade.,credible,blind,,,Blind,4,"The statement is likely credible as it reflects historical data showing that President Obama inherited a significant deficit and projected debt, although the exact figures may vary slightly based on different sources and interpretations."
35,Obama came into office with a $1.3 trillion deficit before I had passed any law... We came in with $8 trillion worth of debt over the next decade.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The statement reflects historical data regarding the U.S. deficit and debt levels when Obama took office, but the phrasing could be misleading without context on how these figures were calculated or projected."
35,Obama came into office with a $1.3 trillion deficit before I had passed any law... We came in with $8 trillion worth of debt over the next decade.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The statement reflects historical data about the U.S. budget deficit and national debt when President Obama took office, which aligns with widely reported figures, though the phrasing may require context for full clarity."
35,Obama came into office with a $1.3 trillion deficit before I had passed any law... We came in with $8 trillion worth of debt over the next decade.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this financial claim highly questionable."
35,Obama came into office with a $1.3 trillion deficit before I had passed any law... We came in with $8 trillion worth of debt over the next decade.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The statement inaccurately attributes the $8 trillion debt projection to Obama without context, as it was a result of pre-existing policies and economic conditions, making it likely misleading."
36,Is the character Mr. Burns from 'The Simpsons' inspired by banker Jacob Rothschild?,misleading,blind,,,Blind,1,The character Mr. Burns from 'The Simpsons' is a fictional character and there is no credible evidence or official statement linking him to being inspired by banker Jacob Rothschild.
36,Is the character Mr. Burns from 'The Simpsons' inspired by banker Jacob Rothschild?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The headline is misleading as it suggests a direct inspiration for a fictional character from a specific real-life individual without substantial evidence, and such speculative claims are not typical of The Wall Street Journal's usual financial reporting."
36,Is the character Mr. Burns from 'The Simpsons' inspired by banker Jacob Rothschild?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline is misleading as it speculates on a fictional character's inspiration without credible evidence, and such content is not typical of financial news."
36,Is the character Mr. Burns from 'The Simpsons' inspired by banker Jacob Rothschild?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, and there is no credible evidence linking the fictional character Mr. Burns from 'The Simpsons' to banker Jacob Rothschild."
36,Is the character Mr. Burns from 'The Simpsons' inspired by banker Jacob Rothschild?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,The character Mr. Burns from 'The Simpsons' is a fictional character and there is no credible evidence or official statement linking him to being inspired by banker Jacob Rothschild.
37,"Incorrect, the former NFL quarterback John Elway is not financially destitute.",misleading,blind,,,Blind,4,"There is no substantial evidence or credible reports suggesting that John Elway, a successful former NFL quarterback and executive, is financially destitute, making the headline likely credible."
37,"Incorrect, the former NFL quarterback John Elway is not financially destitute.",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable and well-established financial news source, making it highly credible in reporting on financial matters."
37,"Incorrect, the former NFL quarterback John Elway is not financially destitute.",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"Yahoo Finance is a reputable source for financial news, and the headline directly addresses and refutes a specific claim, suggesting it is likely credible."
37,"Incorrect, the former NFL quarterback John Elway is not financially destitute.",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the reliability of their financial news reporting."
37,"Incorrect, the former NFL quarterback John Elway is not financially destitute.",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The headline appears credible as there is no widely reported evidence or credible sources suggesting that John Elway, a successful former NFL quarterback and businessman, is financially destitute."
38,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",credible,blind,,,Blind,4,"The headline appears credible as it provides specific figures and context about Ohio's budget increase under Kasich, which can be verified through state budget records."
38,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source known for its accurate financial reporting, and the specific figures and historical context provided in the headline suggest a high level of credibility."
38,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The headline appears likely credible as it provides specific figures and context about Ohio's state budget, which is consistent with typical reporting on state financial matters, though verification from official state budget documents would be ideal for full confirmation."
38,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises concerns about the accuracy and reliability of its financial reporting."
38,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"Without access to specific budgetary data or historical context, it's difficult to verify the accuracy of the spending figures and historical ranking mentioned in the headline."
39,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",credible,blind,,,Blind,3,"The statement lacks specific data or sources to verify the claim about the trade deficit and the nature of trade agreements, making it difficult to assess its accuracy without further context."
39,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the statement aligns with common economic analyses that highlight significant trade deficits with non-agreement countries, though specific percentages may require further verification."
39,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The statement requires verification of current trade deficit data and analysis of trade agreements, making it uncertain without further context or evidence."
39,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of their financial news highly questionable."
39,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The statement is plausible but lacks specific data or context to verify its accuracy, making it difficult to assess without further information on trade deficits and agreements."
40,Did President Trump contribute to Kamala Harris' previous campaign funds?,credible,blind,,,Blind,1,"There is no credible evidence or verified reports to suggest that President Trump contributed to Kamala Harris' previous campaign funds, making this headline very misleading or false."
40,Did President Trump contribute to Kamala Harris' previous campaign funds?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the headline's claim is unusual and requires further context or evidence to assess its credibility."
40,Did President Trump contribute to Kamala Harris' previous campaign funds?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is likely misleading as there is no credible evidence or historical precedent suggesting that President Trump contributed to Kamala Harris' campaign funds, making it improbable without further substantiation."
40,Did President Trump contribute to Kamala Harris' previous campaign funds?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
40,Did President Trump contribute to Kamala Harris' previous campaign funds?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"There is no credible evidence or historical record to suggest that President Trump contributed to Kamala Harris' campaign funds, making this headline highly misleading or false."
41,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",credible,blind,,,Blind,5,"The statement accurately reflects the history and impact of the Alternative Minimum Tax, which was indeed not indexed for inflation and expanded its reach significantly over time."
41,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and the information about the Alternative Minimum Tax not being indexed for inflation and affecting more taxpayers over time is a well-documented fact."
41,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"The statement accurately reflects the history and impact of the Alternative Minimum Tax, which was indeed created in 1969 and expanded over time due to lack of inflation indexing, affecting millions by 2006."
41,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",4,"The statement about the Alternative Minimum Tax (AMT) affecting more taxpayers over time due to lack of inflation indexing is generally accurate, though the source, InfoWars, is known for spreading misinformation, which slightly affects credibility."
41,"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"The statement accurately reflects the history and impact of the Alternative Minimum Tax, which was indeed not indexed for inflation and expanded its reach significantly over time, affecting millions by 2006."
42,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,credible,blind,,,Blind,3,"While Mitch McConnell played a role in the 2008 financial crisis legislation, the specific quote and characterization require verification from reliable sources."
42,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and Mitch McConnell has been involved in significant legislative actions, making it plausible that he could have played a role in a Wall Street bailout, though the specific quote attribution would need further verification."
42,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline lacks specific details such as the time frame or context of the alleged statement, making it difficult to verify its accuracy without further information."
42,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the accuracy of this headline."
42,Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"While Mitch McConnell was involved in legislative processes during financial crises, the specific claim about him calling the Wall Street bailout ""the Senate at its finest"" requires verification from reliable sources to confirm its accuracy."
43,Has Fox News stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank?,misleading,blind,,,Blind,1,There is no credible evidence or reports from reliable sources indicating that Fox News has stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank.
